date,campaign_id,campaign_name,ad_group_id,ad_group_name,search_term,search_term_status,match_type_delivered,impressions,clicks,cost,conversions,conversions_value
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,mrc roofing,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,mueller metal,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roof and siding,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roof replacement,NONE,BROAD,1,1,44.1,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofing tile for sale,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofing companies near me,NONE,NEAR_EXACT,2,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofing company near me,NONE,NEAR_EXACT,2,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roof replacement,NONE,NEAR_PHRASE,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roofers new orleans,NONE,NEAR_PHRASE,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roofing company near me,NONE,NEAR_PHRASE,2,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roofing company near me within 5 mi,NONE,NEAR_PHRASE,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,adco lacombe,NONE,NEAR_PHRASE,1,1,5.51,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,commercial roofing near me,NONE,NEAR_PHRASE,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofers new orleans,NONE,NEAR_PHRASE,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,lcr toiture,NONE,AI_MAX,1,0,0.0,0.0,0.0
2025-10-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,sheet metal new orleans,NONE,AI_MAX,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,best roofing contractors,NONE,PHRASE,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roofing contractors in new orleans,NONE,PHRASE,2,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,roofing contractors new orleans,NONE,PHRASE,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,new orleans roofing companies,NONE,PHRASE,2,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofing and siding company,NONE,PHRASE,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,roofing companies new orleans,NONE,PHRASE,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,all weather contracting inc,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,allied xteriors,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,american roofing,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ars roofing,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,beacon roofing new orleans,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,bearded brothers roofing & restoration,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,bk construction,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,cannon construction,NONE,BROAD,1,1,9.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,cnk construction,NONE,BROAD,2,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,color roofing,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,contractor near,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,contractors,NONE,BROAD,3,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,craftsmen contractors,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,daniels roofing solutions,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,drip edge installation,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,erie home,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,fortified roof program,NONE,BROAD,1,0,0.0,0.0,0.0
2025-10-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,fortified roof program new orleans,NONE,BROAD,3,0,0.0,0.0,0.0
