date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,keyword_status,quality_score,creative_quality,landing_page_quality,expected_ctr,max_cpc_bid,final_url,impressions,clicks,cost,conversions,conversions_value,avg_cpc
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,15,1,10.56,0.0,0.0,10.56
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,2,0,0.0,0.0,0.0,
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,11,0,0.0,0.0,0.0,
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,12,0,0.0,0.0,0.0,
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-19,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,5,0,0.0,0.0,0.0,
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,12,0,0.0,0.0,0.0,
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,1,0,0.0,0.0,0.0,
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,2,1,3.53,0.0,0.0,3.53
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-20,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,8,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,50,3,25.629185,0.0,0.0,8.543061666666667
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,12,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,54,4,131.911692,1.0,1.0,32.977923
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,6,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,4,1,48.86664,0.0,0.0,48.86664
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,7,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,5,0,0.0,0.0,0.0,
2025-04-21,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,40,1,2.63,0.0,0.0,2.63
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,26,1,22.29,0.0,0.0,22.29
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,1,11.84,0.0,0.0,11.84
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,24,1,3.5,0.0,0.0,3.5
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,1,111.04,1.0,1.0,111.04
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,3,0,0.0,0.0,0.0,
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,3,1,5.13,0.0,0.0,5.13
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,6,0,0.0,0.0,0.0,
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-22,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,11,0,0.0,0.0,0.0,
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,36,1,82.584472,0.0,0.0,82.584472
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,8,0,0.0,0.0,0.0,
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,29,1,16.12,0.0,0.0,16.12
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,2068887572,best roofers,BROAD,REMOVED,,,,,,,1,0,0.0,0.0,0.0,
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,6,1,15.71,0.0,0.0,15.71
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,4,1,2.541199,0.0,0.0,2.541199
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,5,0,0.0,0.0,0.0,
2025-04-23,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,29,1,27.380096,0.0,0.0,27.380096
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,26,1,40.631972,0.0,0.0,40.631972
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,13,2,71.834726,1.0,1.0,35.917363
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,39,1,11.92,0.0,0.0,11.92
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,5,0,0.0,0.0,0.0,
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,7,0,0.0,0.0,0.0,
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,10,0,0.0,0.0,0.0,
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,7,0,0.0,0.0,0.0,
2025-04-24,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,14,0,0.0,0.0,0.0,
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,87,2,51.72,0.0,0.0,25.86
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,12,1,7.44,0.0,0.0,7.44
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,67,0,0.0,0.0,0.0,
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,15,1,11.58,0.0,0.0,11.58
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,13,0,0.0,0.0,0.0,
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,4,1,3.06,0.0,0.0,3.06
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,7,1,2.38,0.0,0.0,2.38
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-25,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,30,1,13.31,0.0,0.0,13.31
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,33,2,33.33,0.0,0.0,16.665
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,3,0,0.0,0.0,0.0,
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,30,2,10.13,0.0,0.0,5.065
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,7,1,5.02,0.0,0.0,5.02
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,3,0,0.0,0.0,0.0,
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,5,0,0.0,0.0,0.0,
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,18,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,21,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,3,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,16,2,4.98,0.0,0.0,2.49
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,3,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,4,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,1,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,3,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,9,2,8.08,0.0,0.0,4.04
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,88,2,16.32,2.0,350.0,8.16
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,22,0,0.0,0.0,0.0,
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,106,2,17.104684,0.0,0.0,8.552342
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,22,0,0.0,0.0,0.0,
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,31,1,14.74,0.0,0.0,14.74
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,4,0,0.0,0.0,0.0,
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,15,0,0.0,0.0,0.0,
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,37,2,44.46,1.0,250.0,22.23
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,68,3,34.77,0.0,0.0,11.59
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,12,0,0.0,0.0,0.0,
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,85,0,0.0,0.0,0.0,
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,6,0,0.0,0.0,0.0,
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,11,0,0.0,0.0,0.0,
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,11,1,18.63,0.0,0.0,18.63
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,13,1,20.42,0.0,0.0,20.42
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,51,4,98.80328,0.0,0.0,24.70082
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,44,2,61.517186,1.0,1.0,30.758593
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,13,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,55,2,11.063823,0.0,0.0,5.5319115
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,7,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,8,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,2,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541041,commercial roofing,BROAD,ENABLED,,,,,,,10,1,9.842964,0.0,0.0,9.842964
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,22541051,residential roofing,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,1,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,41,0,0.0,0.0,0.0,
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,10619091,roof repair,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,24,3,27.073172,1.0,1.0,9.024390666666665
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,10940511,roofing contractor,BROAD,ENABLED,2.0,AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,11,0,0.0,0.0,0.0,
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,23706431,roofing company,BROAD,ENABLED,3.0,BELOW_AVERAGE,AVERAGE,BELOW_AVERAGE,,,31,2,23.189057,0.0,0.0,11.5945285
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,25059690,roofing estimate,BROAD,ENABLED,3.0,ABOVE_AVERAGE,BELOW_AVERAGE,BELOW_AVERAGE,,,6,0,0.0,0.0,0.0,
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,46854528,roofing quotes,BROAD,ENABLED,,,,,,,2,0,0.0,0.0,0.0,
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,675459627,free roof inspection,BROAD,ENABLED,5.0,ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,,,1,0,0.0,0.0,0.0,
