date,campaign_id,campaign_name,ad_group_id,ad_group_name,ad_group_status,ad_group_type,cpc_bid,impressions,clicks,cost,conversions,conversions_value,avg_cpc
2025-05-03,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,45,0,0.0,0.0,0.0,
2025-05-03,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,32,4,37.62,1.0,100.0,9.405
2025-05-03,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,20,0,0.0,0.0,0.0,
2025-05-04,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,51,1,12.61,0.0,0.0,12.61
2025-05-04,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,32,0,0.0,0.0,0.0,
2025-05-04,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,20,1,2.19,0.0,0.0,2.19
2025-05-04,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,30,1,7.71,0.0,0.0,7.71
2025-05-05,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,43,2,236.64,1.999796,100.989698,118.32
2025-05-05,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,24,1,0.57,0.0,0.0,0.57
2025-05-05,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,12,1,15.65,0.0,0.0,15.65
2025-05-05,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,32,3,57.16,0.0,0.0,19.05333333333333
2025-05-06,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,58,1,10.93,0.0,0.0,10.93
2025-05-06,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,76,5,51.052026,0.0,0.0,10.210405199999999
2025-05-06,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,33,1,17.508313,0.0,0.0,17.508313
2025-05-06,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,53,3,34.3,0.0,0.0,11.433333333333334
2025-05-07,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,32,4,107.895079,1.0,250.0,26.97376975
2025-05-07,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,33,1,8.171449,1.0,1.0,8.171449
2025-05-07,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,7,1,13.37231,0.0,0.0,13.37231
2025-05-07,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,19,0,0.0,0.0,0.0,
2025-05-08,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,41,2,41.374112,0.0,0.0,20.687056
2025-05-08,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,40,1,7.74,0.0,0.0,7.74
2025-05-08,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,7,2,83.698028,1.0,1.0,41.849014
2025-05-08,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,18,0,0.0,0.0,0.0,
2025-05-09,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,32,3,40.34,0.0,0.0,13.446666666666665
2025-05-09,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,32,4,47.11418,0.666667,0.666667,11.778545
2025-05-09,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,16,0,0.0,0.0,0.0,
2025-05-09,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,26,3,37.09,0.333333,0.333333,12.363333333333333
2025-05-10,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,24,2,43.32,0.0,0.0,21.66
2025-05-10,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,13,0,0.0,0.0,0.0,
2025-05-10,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,13,1,29.93,0.0,0.0,29.93
2025-05-10,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,9,0,0.0,0.0,0.0,
2025-05-11,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,11,0,0.0,0.0,0.0,
2025-05-11,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,10,0,0.0,0.0,0.0,
2025-05-11,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,3,0,0.0,0.0,0.0,
2025-05-11,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,8,0,0.0,0.0,0.0,
2025-05-12,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,98,5,77.311978,1.0,250.0,15.462395599999999
2025-05-12,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,51,3,23.5,0.0,0.0,7.833333333333333
2025-05-12,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,21,0,0.0,0.0,0.0,
2025-05-12,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,35,0,0.0,0.0,0.0,
2025-05-13,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,66,1,27.9,0.0,0.0,27.9
2025-05-13,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,47,3,34.74,0.0,0.0,11.58
2025-05-13,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,24,1,17.7,0.0,0.0,17.7
2025-05-13,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,47,1,15.94,0.0,0.0,15.94
2025-05-14,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,64,1,15.19,0.0,0.0,15.19
2025-05-14,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,48,2,29.39,1.0,100.0,14.695
2025-05-14,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,18,0,0.0,0.0,0.0,
2025-05-14,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,39,0,0.0,0.0,0.0,
2025-05-15,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,79,2,59.085647,0.0,0.0,29.5428235
2025-05-15,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,79,1,5.71,0.0,0.0,5.71
2025-05-15,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,18,0,0.0,0.0,0.0,
2025-05-15,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,61,3,109.212832,0.0,0.0,36.40427733333333
2025-05-16,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,70,2,8.37,0.0,0.0,4.185
2025-05-16,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,59,0,0.0,0.0,0.0,
2025-05-16,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,15,1,3.27,0.0,0.0,3.27
2025-05-16,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,62,0,0.0,0.0,0.0,
2025-05-17,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,82,5,124.27156,0.0,0.0,24.854312
2025-05-17,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,46,2,59.823856,1.0,1.0,29.911928
2025-05-17,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,20,0,0.0,0.0,0.0,
2025-05-17,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,52,1,1.02,0.0,0.0,1.02
2025-05-18,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,61,4,68.561442,0.0,0.0,17.1403605
2025-05-18,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,26,1,11.13,0.0,0.0,11.13
2025-05-18,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,18,2,14.77,0.0,0.0,7.385
2025-05-18,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,37,0,0.0,0.0,0.0,
2025-05-19,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,61,2,7.97,0.0,0.0,3.985
2025-05-19,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,57,3,36.12,1.0,100.0,12.04
2025-05-19,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,21,2,69.994772,1.0,100.0,34.997386
2025-05-19,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,63,1,5.51,0.0,0.0,5.51
2025-05-20,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,21,4,41.16,1.0,100.0,10.29
2025-05-20,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,22,1,38.54,0.0,0.0,38.54
2025-05-20,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,8,0,0.0,0.0,0.0,
2025-05-20,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,11,1,20.82,0.0,0.0,20.82
2025-05-21,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,87,1,14.94,0.0,0.0,14.94
2025-05-21,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,74,2,7.48,1.0,100.0,3.74
2025-05-21,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,13,1,11.74,0.0,0.0,11.74
2025-05-21,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,43,3,68.325668,1.0,1.0,22.775222666666668
2025-05-22,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,64,2,19.86,0.0,0.0,9.93
2025-05-22,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,118,4,37.678776,0.0,0.0,9.419694
2025-05-22,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,34,0,0.0,0.0,0.0,
2025-05-22,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,61,5,39.22,0.0,0.0,7.844
2025-05-23,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,43,1,26.64,1.0,1.0,26.64
2025-05-23,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,57,2,60.150952,1.0,1.0,30.075476
2025-05-23,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,10,0,0.0,0.0,0.0,
2025-05-23,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,39,0,0.0,0.0,0.0,
2025-05-24,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,32,3,82.34,0.0,0.0,27.44666666666667
2025-05-24,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,31,2,13.7,0.0,0.0,6.85
2025-05-24,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,8,0,0.0,0.0,0.0,
2025-05-24,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,23,3,14.87,0.0,0.0,4.956666666666667
2025-05-25,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,20,0,0.0,0.0,0.0,
2025-05-25,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,12,0,0.0,0.0,0.0,
2025-05-25,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,9,0,0.0,0.0,0.0,
2025-05-25,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,13,0,0.0,0.0,0.0,
2025-05-26,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,37,2,80.150464,0.0,0.0,40.075232
2025-05-26,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,35,2,62.067,0.333334,83.3335,31.0335
2025-05-26,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,36,0,0.0,0.0,0.0,
2025-05-26,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,34,2,14.86,0.666666,166.6665,7.43
2025-05-27,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,25,3,65.71,1.0,1.0,21.903333333333332
2025-05-27,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,18,2,26.65,0.0,0.0,13.325
2025-05-27,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,6,0,0.0,0.0,0.0,
2025-05-27,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,13,0,0.0,0.0,0.0,
2025-05-28,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,86,2,71.812998,0.0,0.0,35.906499
2025-05-28,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,89,4,56.492229,0.0,0.0,14.12305725
2025-05-28,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,23,0,0.0,0.0,0.0,
2025-05-28,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,45,0,0.0,0.0,0.0,
2025-05-29,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,27,2,31.28,1.0,1.0,15.64
2025-05-29,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,23,2,50.212442,2.0,1.0,25.106221
2025-05-29,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,6,0,0.0,0.0,0.0,
2025-05-29,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,12,1,7.21,0.0,0.0,7.21
2025-05-30,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,62,2,12.85,0.0,0.0,6.425
2025-05-30,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,83,2,33.37578,0.0,0.0,16.68789
2025-05-30,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,40,1,17.582,0.0,0.0,17.582
2025-05-30,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,37,0,0.0,0.0,0.0,
2025-05-31,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,50,4,79.297099,0.0,0.0,19.82427475
2025-05-31,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,31,1,5.72,0.0,0.0,5.72
2025-05-31,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,39,0,0.0,0.0,0.0,
2025-05-31,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,16,0,0.0,0.0,0.0,
2025-06-01,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,28,1,3.7,0.0,0.0,3.7
2025-06-01,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,17,0,0.0,0.0,0.0,
2025-06-01,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,8,0,0.0,0.0,0.0,
2025-06-01,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,13,0,0.0,0.0,0.0,
2025-06-02,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,94,4,74.646614,2.0,2.0,18.6616535
2025-06-02,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,114,0,0.0,0.0,0.0,
2025-06-02,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,35,2,13.56,0.0,0.0,6.78
2025-06-02,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,55,2,6.87,0.0,0.0,3.435
2025-06-03,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,106,4,78.799572,1.0,1.0,19.699893
2025-06-03,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,140,8,66.41,0.0,0.0,8.30125
