date,campaign_id,campaign_name,ad_group_id,ad_group_name,ad_group_status,ad_group_type,cpc_bid,impressions,clicks,cost,conversions,conversions_value,avg_cpc
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,33,2,33.33,0.0,0.0,16.665
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,33,2,10.13,0.0,0.0,5.065
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,14,1,5.02,0.0,0.0,5.02
2025-04-26,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,25,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,21,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,19,2,4.98,0.0,0.0,2.49
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,8,0,0.0,0.0,0.0,
2025-04-27,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,12,2,8.08,0.0,0.0,4.04
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,88,2,16.32,2.0,350.0,8.16
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,128,2,17.104684,0.0,0.0,8.552342
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,57,1,14.74,0.0,0.0,14.74
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,52,2,44.46,1.0,250.0,22.23
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,68,3,34.77,0.0,0.0,11.59
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,97,0,0.0,0.0,0.0,
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,28,1,18.63,0.0,0.0,18.63
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,64,5,119.22328,0.0,0.0,23.844656
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,44,2,61.517186,1.0,1.0,30.758593
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,68,2,11.063823,0.0,0.0,5.5319115
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,17,0,0.0,0.0,0.0,
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,52,1,9.842964,0.0,0.0,9.842964
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,24,3,27.073172,1.0,1.0,9.024390666666665
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,42,2,23.189057,0.0,0.0,11.5945285
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,9,0,0.0,0.0,0.0,
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,22,2,60.670104,0.0,0.0,30.335052
2025-05-02,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,48,2,33.91,0.0,0.0,16.955
2025-05-02,22180269024,Roofing Services 2025 - ECT/OCS,175978645804,Local Roofing Contractors,ENABLED,SEARCH_STANDARD,0.01,84,6,49.783244,0.0,0.0,8.297207333333333
2025-05-02,22180269024,Roofing Services 2025 - ECT/OCS,177405346074,Roof Inspections & Estimates,PAUSED,SEARCH_STANDARD,0.01,18,1,1.72,0.0,0.0,1.72
2025-05-02,22180269024,Roofing Services 2025 - ECT/OCS,180002095411,New Roof Installation,ENABLED,SEARCH_STANDARD,0.01,48,5,21.6,0.0,0.0,4.32
2025-05-03,22180269024,Roofing Services 2025 - ECT/OCS,174397650916,Roof Repairs,PAUSED,SEARCH_STANDARD,0.01,47,2,35.34,0.0,0.0,17.67
