date,campaign_id,campaign_name,campaign_status,channel_type,bidding_strategy,impressions,clicks,cost,conversions,conversions_value,all_conversions,view_through_conversions,avg_cpc,avg_cpm,impression_share,budget_lost_is,rank_lost_is
2025-04-28,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,325,7,92.624684,3.0,600.0,3.0,0,13.232097714285715,284.9990276923077,0.22902270483711748,0.0,0.7709772951628825
2025-04-29,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,257,9,172.62328,0.0,0.0,0.0,0,19.180364444444443,671.6859143968871,0.18036072144288579,0.5681362725450901,0.251503006012024
2025-04-30,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,181,5,82.423973,1.0,1.0,1.0,0,16.4847946,455.38106629834255,0.20097244732576985,0.0,0.7990275526742301
2025-05-01,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,97,7,110.932333,1.0,1.0,1.0,0,15.847476142857143,1143.632298969072,0.12576687116564417,0.8328220858895705,0.04141104294478527
2025-05-02,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,198,14,107.013244,0.0,0.0,0.0,0,7.643803142857143,540.4709292929293,0.21159420289855072,0.6405797101449275,0.14782608695652175
2025-05-03,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,144,6,72.96,1.0,100.0,1.0,0,12.16,506.6666666666667,0.20964360587002095,0.0,0.790356394129979
2025-05-04,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,133,3,22.51,0.0,0.0,1.0,0,7.503333333333333,169.24812030075188,0.2003968253968254,0.0,0.7996031746031746
2025-05-05,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,111,7,310.02,1.999796,100.989698,1.999796,0,44.28857142857142,2792.972972972973,0.1425891181988743,0.8236397748592871,0.03377110694183865
2025-05-06,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,220,10,113.790339,0.0,0.0,0.0,0,11.3790339,517.2288136363637,0.1527001862197393,0.638733705772812,0.2085661080074488
2025-05-07,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,91,6,129.438838,2.0,251.0,2.0,0,21.573139666666666,1422.404813186813,0.14590747330960854,0.8220640569395018,0.03202846975088968
2025-05-08,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,106,5,132.81214,1.0,1.0,1.0,0,26.562428,1252.944716981132,0.12445730824891461,0.6700434153400868,0.20549927641099855
2025-05-09,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,106,10,124.54418,1.0,1.0,1.0,0,12.454418,1174.9450943396228,0.1465798045602606,0.7166123778501629,0.13680781758957655
2025-05-10,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,59,3,73.25,0.0,0.0,0.0,0,24.416666666666668,1241.5254237288136,0.11286089238845144,0.5826771653543307,0.30446194225721784
2025-05-11,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,32,0,0.0,0.0,0.0,0.0,0,,,0.14285714285714285,0.0,0.8571428571428571
2025-05-12,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,205,8,100.811978,1.0,250.0,1.0,0,12.60149725,491.7657463414634,0.1435228331780056,0.44920782851817337,0.40726933830382106
2025-05-13,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,184,6,96.28,0.0,0.0,0.0,0,16.046666666666667,523.2608695652175,0.14714714714714713,0.4394394394394394,0.4134134134134134
2025-05-14,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,169,3,44.58,1.0,100.0,2.0,0,14.86,263.7869822485207,0.18518518518518517,0.0,0.8148148148148148
2025-05-15,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,237,6,174.008479,0.0,0.0,0.0,0,29.00141316666667,734.2129915611814,0.23417721518987342,0.13037974683544304,0.6354430379746835
2025-05-16,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,206,3,11.64,0.0,0.0,0.0,0,3.88,56.50485436893204,0.22647058823529412,0.0,0.7735294117647059
2025-05-17,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,200,8,185.115416,1.0,1.0,2.0,0,23.139427,925.57708,0.2948207171314741,0.0,0.7051792828685259
2025-05-18,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,142,7,94.461442,0.0,0.0,0.0,0,13.494491714285715,665.2214225352113,0.1825242718446602,0.3825242718446602,0.4349514563106796
2025-05-19,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,202,8,119.594772,2.0,200.0,2.0,0,14.9493465,592.0533267326732,0.19727047146401985,0.6674937965260546,0.13523573200992556
2025-05-20,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,62,6,100.52,1.0,100.0,1.0,0,16.753333333333334,1621.2903225806451,0.11814345991561181,0.8776371308016878,0.004219409282700422
2025-05-21,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,217,7,102.485668,2.0,101.0,2.0,0,14.640809714285714,472.28418433179723,0.21419518377693283,0.29277566539923955,0.49302915082382764
2025-05-22,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,277,11,96.758776,0.0,0.0,0.0,0,8.796252363636363,349.3096606498195,0.2661782661782662,0.0,0.7338217338217338
2025-05-23,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,149,3,86.790952,2.0,2.0,2.0,0,28.93031733333333,582.489610738255,0.19547657512116318,0.5831987075928917,0.22132471728594508
2025-05-24,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,94,8,110.91,0.0,0.0,0.0,0,13.86375,1179.8936170212767,0.19834710743801653,0.5702479338842975,0.23140495867768596
2025-05-25,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,54,0,0.0,0.0,0.0,0.0,0,,,0.17293233082706766,0.0,0.8270676691729323
2025-05-26,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,142,6,157.077464,1.0,250.0,1.0,0,26.17957733333333,1106.179323943662,0.208,0.526,0.266
2025-05-27,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,62,5,92.36,1.0,1.0,3.0,0,18.472,1489.6774193548388,0.1092436974789916,0.842436974789916,0.04831932773109244
2025-05-28,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,243,6,128.305227,0.0,0.0,0.0,0,21.3842045,528.005049382716,0.1751592356687898,0.5127388535031847,0.31210191082802546
2025-05-29,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,68,5,88.702442,3.0,2.0,4.0,0,17.7404884,1304.4476764705882,0.13470319634703196,0.7831050228310502,0.0821917808219178
2025-05-30,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,222,5,63.80778,0.0,0.0,0.0,0,12.761556,287.4224324324324,0.25806451612903225,0.1348973607038123,0.6070381231671554
2025-05-31,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,136,5,85.017099,0.0,0.0,1.0,0,17.0034198,625.1257279411765,0.2631578947368421,0.0,0.7368421052631579
2025-06-01,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,66,1,3.7,0.0,0.0,0.0,0,3.7,56.06060606060606,0.1377245508982036,0.0,0.8622754491017964
2025-06-02,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,298,8,95.076614,2.0,2.0,3.0,0,11.88457675,319.0490402684564,0.252972972972973,0.0,0.7470270270270271
2025-06-03,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,387,16,198.729572,1.0,1.0,1.0,0,12.42059825,513.5131059431525,0.31391200951248516,0.0,0.6860879904875149
2025-06-04,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,173,6,155.020136,1.0,250.0,1.0,0,25.836689333333332,896.0701502890173,0.18495684340320592,0.7570900123304563,0.05795314426633785
2025-06-05,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,240,5,117.415731,0.0,0.0,0.0,0,23.4831462,489.2322125,0.2054958183990442,0.6093189964157706,0.18518518518518517
2025-06-06,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,98,5,132.592924,0.0,0.0,0.0,0,26.5185848,1352.9890204081632,0.14498933901918976,0.8230277185501066,0.031982942430703626
2025-06-07,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,105,2,46.48,0.0,0.0,0.0,0,23.24,442.6666666666667,0.22010869565217392,0.10054347826086957,0.6793478260869565
2025-06-08,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,119,5,61.69,1.0,250.0,2.0,0,12.338,518.4033613445378,0.2192513368983957,0.0,0.7807486631016043
2025-06-09,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,199,8,255.913492,2.0,1.0,2.0,0,31.9891865,1285.997447236181,0.16932515337423312,0.6552147239263804,0.1754601226993865
2025-06-10,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,150,4,106.820192,1.0,100.0,1.0,0,26.705048,712.1346133333333,0.1696969696969697,0.646969696969697,0.18333333333333332
2025-06-11,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,309,7,106.485992,0.0,0.0,0.0,0,15.21228457142857,344.614860841424,0.23415682062298604,0.27175080558539205,0.4940923737916219
2025-06-12,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,138,7,103.16451,2.0,251.0,2.0,0,14.737787142857144,747.5689130434782,0.19224283305227655,0.6441821247892074,0.163575042158516
2025-06-13,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,176,5,41.87,0.0,0.0,1.0,0,8.374,237.89772727272725,0.2113144758735441,0.064891846921797,0.7237936772046589
2025-06-14,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,169,3,12.68,0.0,0.0,2.0,0,4.226666666666667,75.02958579881656,0.2765432098765432,0.0,0.7234567901234568
2025-06-15,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,111,1,15.43,1.0,250.0,1.0,0,15.43,139.00900900900902,0.20612813370473537,0.0,0.7938718662952646
2025-06-16,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,367,8,199.669432,2.0,200.0,2.0,0,24.958679,544.0583978201635,0.42095914742451157,0.0,0.5790408525754884
2025-06-17,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,262,11,225.65,0.0,0.0,0.0,0,20.513636363636362,861.2595419847329,0.2245810055865922,0.605586592178771,0.16983240223463686
2025-06-18,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,126,7,92.560392,0.0,0.0,1.0,0,13.222913142857143,734.6062857142857,0.18257956448911222,0.7973199329983249,0.020100502512562814
2025-06-19,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,147,8,79.243263,0.0,0.0,1.0,0,9.905407875,539.0698163265307,0.187207488299532,0.7784711388455539,0.0343213728549142
2025-06-20,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,257,7,81.00378,2.0,200.0,2.0,0,11.57196857142857,315.1898054474708,0.24133504492939667,0.4749679075738126,0.28369704749679076
2025-06-21,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,139,3,50.62561,0.0,0.0,1.0,0,16.87520333333333,364.21302158273386,0.29461756373937675,0.0,0.7053824362606232
2025-06-22,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,47,1,7.25,0.0,0.0,0.0,0,7.25,154.25531914893617,0.13427561837455831,0.0,0.8657243816254417
2025-06-23,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,516,11,93.293304,2.0,500.0,2.0,0,8.481209454545455,180.80097674418604,0.32897033158813266,0.0,0.6710296684118674
2025-06-24,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,370,13,197.22063,0.0,0.0,0.0,0,15.170817692307692,533.0287297297297,0.30165289256198347,0.34607438016528924,0.3522727272727273
2025-06-25,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,299,11,199.797673,2.0,101.0,2.0,0,18.163424818181817,668.2196421404683,0.23736263736263735,0.4901098901098901,0.2725274725274725
2025-06-26,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,122,6,119.37136,1.0,1.0,1.0,0,19.89522666666667,978.4537704918033,0.16262975778546712,0.7006920415224913,0.13667820069204153
2025-06-27,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,249,7,115.216668,1.0,100.0,1.0,0,16.459524,462.7175421686747,0.21601941747572814,0.5752427184466019,0.2087378640776699
2025-06-28,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,172,1,5.62,0.0,0.0,0.0,0,5.62,32.674418604651166,0.24123711340206186,0.0,0.7587628865979381
2025-06-29,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,69,2,84.0731,1.0,1.0,1.0,0,42.03655,1218.4507246376813,0.20817843866171004,0.22304832713754646,0.5687732342007435
2025-06-30,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,103,4,117.364904,0.0,0.0,0.0,0,29.341226,1139.4650873786409,0.15737051792828685,0.10956175298804781,0.7330677290836654
2025-07-01,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,354,11,99.81,0.0,0.0,1.0,0,9.073636363636364,281.9491525423729,0.3141891891891892,0.14527027027027026,0.5405405405405406
2025-07-02,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,94,6,114.438316,2.0,2.0,2.0,0,19.07305266666667,1217.4288936170212,0.14232209737827714,0.7303370786516854,0.12734082397003746
2025-07-03,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,162,6,84.590684,1.0,250.0,1.0,0,14.098447333333334,522.1647160493827,0.25842696629213485,0.25617977528089886,0.4853932584269663
2025-07-04,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,80,1,4.72,0.0,0.0,0.0,0,4.72,59.0,0.23529411764705882,0.0,0.7647058823529411
2025-07-05,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,143,6,176.816948,2.0,101.0,2.0,0,29.46949133333333,1236.4821538461538,0.26902173913043476,0.0,0.7309782608695652
2025-07-06,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,147,6,65.797448,0.0,0.0,0.0,0,10.966241333333334,447.60168707482995,0.24257425742574257,0.0,0.7574257425742574
2025-07-07,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,70,5,146.832794,2.0,2.0,2.0,0,29.3665588,2097.611342857143,0.1697530864197531,0.7993827160493827,0.030864197530864196
2025-07-08,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,250,9,145.256595,2.0,350.0,2.0,0,16.139621666666667,581.02638,0.22896039603960397,0.42574257425742573,0.34529702970297027
2025-07-09,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,278,9,88.047922,1.0,1.0,1.0,0,9.783102444444443,316.7191438848921,0.2778581765557164,0.0,0.7221418234442837
2025-07-10,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,219,8,146.722684,1.0,1.0,2.0,0,18.3403355,669.9665936073059,0.1810747663551402,0.5280373831775701,0.2908878504672897
2025-07-11,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,126,5,62.375344,0.0,0.0,1.0,0,12.4750688,495.0424126984127,0.1843137254901961,0.6862745098039216,0.12941176470588237
2025-07-12,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,116,4,47.118676,1.0,1.0,2.0,0,11.779669,406.1954827586207,0.2231638418079096,0.0,0.7768361581920904
2025-07-13,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,116,5,77.36,0.0,0.0,0.0,0,15.472,666.896551724138,0.2122905027932961,0.008379888268156424,0.7793296089385475
2025-07-14,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,243,8,170.297908,1.0,1.0,2.0,0,21.2872385,700.8144362139917,0.26453488372093026,0.5712209302325582,0.16424418604651161
2025-07-15,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,137,6,110.911004,1.0,1.0,1.0,0,18.485167333333333,809.5693722627736,0.17035775127768313,0.7052810902896082,0.12436115843270869
2025-07-16,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,240,9,111.652094,1.0,250.0,1.0,0,12.405788222222222,465.2170583333334,0.1978021978021978,0.2673992673992674,0.5347985347985348
2025-07-17,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,173,5,56.6,1.0,100.0,1.0,0,11.32,327.1676300578035,0.2015748031496063,0.0,0.7984251968503937
2025-07-18,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,144,7,129.620098,2.0,101.0,2.0,0,18.517156857142858,900.1395694444445,0.12611464968152866,0.47388535031847134,0.4
2025-07-19,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,111,7,63.245791,0.0,0.0,1.0,0,9.035113,569.781900900901,0.16009280742459397,0.4779582366589327,0.3619489559164733
2025-07-20,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,69,2,14.83,0.0,0.0,0.0,0,7.415,214.92753623188406,0.1452513966480447,0.0,0.8547486033519553
2025-07-21,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,283,9,128.008994,1.0,1.0,2.0,0,14.223221555555556,452.3286007067138,0.2261904761904762,0.0,0.7738095238095238
2025-07-22,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,344,7,55.28464,0.0,0.0,5.0,0,7.897805714285715,160.7111627906977,0.24316109422492402,0.0,0.756838905775076
2025-07-23,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,183,11,191.489284,2.5,52.0,5.5,0,17.408116727272727,1046.3895300546449,0.19472913616398244,0.5973645680819912,0.20790629575402636
2025-07-24,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,114,8,128.123045,1.5,51.0,2.5,0,16.015380625,1123.8863596491228,0.12183544303797468,0.7120253164556962,0.1661392405063291
2025-07-25,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,211,4,80.52,2.0,350.0,2.0,0,20.13,381.61137440758296,0.18421052631578946,0.518005540166205,0.29778393351800553
2025-07-26,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,133,4,84.027266,0.0,0.0,0.0,0,21.0068165,631.7839548872181,0.18076923076923077,0.42115384615384616,0.39807692307692305
2025-07-27,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,23,0,0.0,0.0,0.0,0.0,0,,,0.0999,0.0,0.9001
2025-07-28,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,258,9,199.272964,0.0,0.0,0.0,0,22.141440444444445,772.3758294573645,0.20567375886524822,0.5354609929078015,0.25886524822695034
2025-07-29,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,349,11,164.284114,1.0,1.0,2.0,0,14.934919454545454,470.7281203438395,0.2840646651270208,0.12702078521939955,0.5889145496535797
2025-07-30,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,431,4,42.676245,0.0,0.0,0.0,0,10.66906125,99.0168097447796,0.3056768558951965,0.0,0.6943231441048034
2025-07-31,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,350,12,219.794366,1.0,250.0,4.0,0,18.31619716666667,627.9839028571428,0.3333333333333333,0.5426356589147286,0.12403100775193798
2025-08-01,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,47,5,165.252012,2.5,52.0,3.5,0,33.050402399999996,3516.0002553191484,0.12987012987012986,0.8701298701298701,0.0
2025-08-02,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,108,4,34.104078,0.0,0.0,0.0,0,8.5260195,315.7785,0.20316622691292877,0.0,0.7968337730870713
2025-08-03,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,139,7,88.040367,0.0,0.0,0.0,0,12.577195285714286,633.3839352517987,0.20665083135391923,0.0,0.7933491686460807
2025-08-04,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,288,10,299.375053,3.0,252.0,5.0,0,29.9375053,1039.4967118055554,0.3253731343283582,0.5417910447761194,0.1328358208955224
2025-08-05,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,275,13,211.343186,2.5,62.0,3.5,0,16.257168153846155,768.5206763636364,0.22146118721461186,0.7271689497716894,0.05136986301369863
2025-08-06,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,435,13,166.233575,1.75,100.75,1.75,0,12.787198076923076,382.1461494252874,0.35909090909090907,0.24431818181818182,0.3965909090909091
2025-08-07,22180269024,Roofing Services 2025 - ECT/OCS,ENABLED,SEARCH,MAXIMIZE_CONVERSIONS,255,18,281.576327,3.25,102.25,3.25,0,15.643129277777778,1104.2208901960785,0.2689450222882615,0.5705794947994056,0.16047548291233285
